Id,SalePrice
1461,130618.04260280172
1462,157037.30813278517
1463,163347.3078263434
1464,182978.1977466545
1465,198265.13114224985
1466,182192.50780372653
1467,178528.2085567878
1468,170284.38142383654
1469,186632.31346915354
1470,115001.75776580666
1471,196291.74049159492
1472,99991.58384814244
1473,104782.31162485438
1474,151169.2729837531
1475,149585.51413093464
1476,420958.03760784166
1477,267052.57643817086
1478,309612.88078843255
1479,285359.3369958869
1480,438310.8623075434
1481,280176.95009358064
1482,203946.6830674635
1483,160895.96081694783
1484,186578.52069147985
1485,187940.17611503814
1486,197786.54276971778
1487,272066.8552670813
1488,232949.41023775283
1489,212507.31530447915
1490,200374.92512397864
1491,192002.37617111992
1492,92000.10618985005
1493,195267.57229663906
1494,281242.1669067744
1495,277255.0322215939
1496,221147.31598578763
1497,194776.64644602354
1498,165506.18948776953
1499,163904.060223075
1500,160660.71400400193
1501,171353.21388026513
1502,169216.79643083457
1503,293673.4818778463
1504,232193.62286793135
1505,208667.36611021406
1506,182261.79201052446
1507,214050.75193829273
1508,183408.73370343578
1509,157057.1218255508
1510,144521.99494738606
1511,139380.6090490952
1512,164589.96227515707
1513,140759.18991808518
1514,170036.4294007973
1515,183180.02659486482
1516,165630.4214297499
1517,154469.16115867245
1518,126496.25066008003
1519,215314.46652883216
1520,131024.64195124828
1521,135819.40131612684
1522,173217.10263307334
1523,103974.72058583597
1524,122148.43043435708
1525,124584.77961882041
1526,119462.72454119829
1527,103970.83290313146
1528,127273.63791240513
1529,144051.54988662017
1530,174892.5526011301
1531,120166.31371140717
1532,108878.57909359313
1533,140619.51390565865
1534,112969.29827580944
1535,139324.06767805442
1536,116755.73178699557
1537,85628.90995846999
1538,199565.61586901618
1539,239163.2916712185
1540,93067.58969621776
1541,132565.32337953692
1542,134737.20227971318
1543,198471.3693305915
1544,79823.11322700387
1545,103276.2498659099
1546,136707.12631722627
1547,129710.16975621408
1548,126864.52981206102
1549,117870.47466021405
1550,130690.60237581123
1551,110397.01135848106
1552,125742.17653927585
1553,137959.1480166723
1554,109195.5495060416
1555,168890.90298955687
1556,98173.1445568077
1557,111648.5784896218
1558,117316.52155906157
1559,97274.82342337907
1560,143024.02686075473
1561,139184.8003154553
1562,127434.53174433616
1563,120950.30664837497
1564,146637.20903898348
1565,149633.68569135718
1566,245289.73639291877
1567,82291.89568874185
1568,216048.2607051465
1569,134023.3230839832
1570,142179.33783604664
1571,119863.27358577792
1572,143963.2139842645
1573,244951.7652262821
1574,111974.20965268846
1575,240612.05709588036
1576,225536.88993910345
1577,205231.72065017108
1578,146806.29479134193
1579,142567.1829823711
1580,193838.9139979394
1581,139336.05690038425
1582,125856.86040011302
1583,315786.22075920354
1584,247820.4205578058
1585,139126.91445056687
1586,74034.51522394286
1587,107471.96482526329
1588,142991.26918855147
1589,91499.19895214071
1590,132762.08156836982
1591,95664.14398884427
1592,129820.6116956549
1593,141190.40747796965
1594,128376.23972773147
1595,121141.49129044174
1596,214571.0275578188
1597,175501.88557061806
1598,198166.54268729867
1599,209023.6531294652
1600,186586.45900662788
1601,70804.04675030531
1602,110144.76080478083
1603,97206.66039485077
1604,279662.5273025996
1605,249894.98228506232
1606,174545.80700517353
1607,172992.54552056105
1608,213567.87524671873
1609,193015.0806252454
1610,153713.4371720145
1611,139404.54083967462
1612,151715.031822212
1613,155346.86422082456
1614,125413.61498487889
1615,94890.71802820712
1616,74711.23936581795
1617,88570.64097449314
1618,126776.06372371549
1619,137380.37947023823
1620,151401.55173675268
1621,133404.7189036897
1622,130725.33737335706
1623,307760.92283499613
1624,204687.99721504797
1625,130722.35161161696
1626,174983.8481489914
1627,178858.23579949603
1628,297892.7262823782
1629,179389.1131569079
1630,332290.9878936369
1631,208650.87350225032
1632,269254.77977563033
1633,175664.78482644676
1634,182428.12792054334
1635,184672.88044047964
1636,165483.45455729074
1637,169879.46353922316
1638,205251.01684061234
1639,188849.76942142125
1640,261009.1906011233
1641,187041.74534151176
1642,234014.65833033333
1643,210319.3796071454
1644,231374.0671525005
1645,179723.28137081667
1646,165158.62071484196
1647,161518.611401021
1648,123246.10295849867
1649,133957.44983051473
1650,115697.94624794883
1651,124223.93021709955
1652,100956.08894666027
1653,98832.33014051591
1654,151166.9922404887
1655,163672.7986894467
1656,143400.43964278308
1657,151599.6684879969
1658,145007.41984623924
1659,159217.1194950846
1660,162943.93734799445
1661,442984.6708314355
1662,357165.9204709993
1663,374222.31257779954
1664,422019.6367052194
1665,321175.7717752729
1666,366687.69757591793
1667,390393.4008115117
1668,347861.15949192224
1669,315968.5077273152
1670,358316.4312496467
1671,267758.7321394561
1672,456723.87264543504
1673,338320.4626730515
1674,244427.7406038029
1675,184171.15708973192
1676,189893.35203943215
1677,206341.9585502017
1678,443919.4572969731
1679,384161.23119548126
1680,328577.83593277994
1681,286336.8300992955
1682,310780.0173693774
1683,187109.40267156778
1684,181878.93941303846
1685,173671.23250049836
1686,178483.5332620496
1687,176994.61598731583
1688,180774.93186622264
1689,193259.40965874572
1690,190591.1893086719
1691,188242.10327359123
1692,264623.71015268133
1693,177509.57181620147
1694,180191.10217201157
1695,171954.46576507704
1696,255357.97885648615
1697,174654.14651853722
1698,348394.0027507476
1699,302128.45666231134
1700,236171.66915771042
1701,267883.99217964034
1702,253021.16626975802
1703,246412.9871562102
1704,315837.8618880152
1705,230196.268875071
1706,451511.1714784715
1707,219002.12967834758
1708,211951.62572299555
1709,299198.67550783954
1710,223530.47316292988
1711,270756.160437096
1712,231371.83857215373
1713,260028.93505041258
1714,210405.9839933671
1715,204570.45415776194
1716,190650.1452542696
1717,174954.31459166892
1718,124391.76320183552
1719,207020.14211800657
1720,251489.52170923847
1721,190360.34123406681
1722,118048.39669973806
1723,161632.75585424586
1724,217504.1086857953
1725,237023.71640955302
1726,189613.56552504987
1727,160195.7315666694
1728,192324.192074417
1729,169961.827089085
1730,177650.3244365394
1731,116562.85665409696
1732,135860.3135701284
1733,114613.02900034683
1734,119559.23875194696
1735,124296.5355932867
1736,113932.88295462255
1737,349287.05491765984
1738,212270.77400368598
1739,226874.3030653459
1740,193544.29007680435
1741,171821.11893448632
1742,170662.29825459508
1743,174651.00115877518
1744,338696.5914272447
1745,224652.89288489165
1746,232174.48137235022
1747,206904.70042472467
1748,213667.3292836123
1749,151332.23326642066
1750,133449.06745752622
1751,223679.62910833154
1752,120195.64095002698
1753,135447.20229900526
1754,185344.68188364134
1755,170141.38772600394
1756,126298.53744426154
1757,119146.1909997427
1758,140819.29604802607
1759,168373.14549625004
1760,160426.20175840484
1761,140990.22529635357
1762,153759.176749286
1763,166785.15247323405
1764,109179.89166262103
1765,153724.79756426997
1766,172941.3491228711
1767,224786.324616597
1768,137889.0921300721
1769,185921.77389450345
1770,154021.3790836853
1771,126945.89533095296
1772,134649.24711905292
1773,131598.0496733224
1774,127555.08842839397
1775,121545.93500771541
1776,133306.81278360393
1777,118571.64394946836
1778,131374.2074256508
1779,128285.53678608235
1780,179917.2030241634
1781,128069.05578762744
1782,92416.37643098427
1783,135149.92506268664
1784,97196.71520670825
1785,109867.21765926399
1786,119899.89962140471
1787,177060.84505515452
1788,52212.32089810357
1789,90936.68276695852
1790,96702.2641506118
1791,180103.78358345467
1792,153008.53618248712
1793,148432.11617951942
1794,146734.90322984944
1795,132461.60577840015
1796,134230.2443047355
1797,122284.60795034874
1798,118530.0346378144
1799,105780.72619488828
1800,137436.97026569268
1801,122941.21710838524
1802,124859.43349874308
1803,155849.5826175722
1804,140520.02507090033
1805,134067.5645090903
1806,111366.67297788516
1807,138452.77048171277
1808,121861.76066804239
1809,128630.22141387558
1810,138102.3500540254
1811,109681.45601067251
1812,95380.4255559245
1813,122782.1515452659
1814,94526.95050030854
1815,50892.031840008276
1816,105355.36695620624
1817,107183.45383295948
1818,132574.48182187908
1819,116028.89221483665
1820,68563.93871767072
1821,104271.21757221293
1822,138404.15392861754
1823,56942.65444120573
1824,138049.3744911128
1825,136096.4285616454
1826,109668.42345933813
1827,106534.93028406223
1828,132026.3344099837
1829,113764.63370614772
1830,131785.26858117196
1831,160125.17202303215
1832,82438.43496791045
1833,140211.71532447962
1834,123839.89362551513
1835,164267.19679066993
1836,119970.14595606433
1837,90864.57156488631
1838,123618.53039434824
1839,85754.51655311618
1840,166656.06086309496
1841,153074.93378690723
1842,91307.26723446064
1843,139223.4286763427
1844,146803.3408681311
1845,139568.31540343305
1846,158475.8760801876
1847,147972.55449814745
1848,51133.93840850509
1849,107879.32659873115
1850,120100.48808099145
1851,146707.8359383969
1852,126819.7873218453
1853,134275.51044182768
1854,184713.35041253085
1855,162253.6706620365
1856,211044.43264988737
1857,165331.31949423652
1858,144318.7201605391
1859,121149.23501661576
1860,150921.8944542836
1861,121115.664879574
1862,263377.89821572194
1863,252413.16069587859
1864,252414.13783077637
1865,348370.9388412958
1866,329695.5207074889
1867,244346.54025944092
1868,328541.87731988437
1869,198664.73955054095
1870,260403.37988865402
1871,259320.62981735784
1872,172225.72626621663
1873,223936.45564029197
1874,134194.7825667982
1875,232564.64282668426
1876,191593.09293670452
1877,216757.75853702423
1878,210048.2722193291
1879,131188.34762796093
1880,133960.1236889714
1881,254652.10684071667
1882,265228.8529816929
1883,204018.57418350904
1884,217929.68148127038
1885,301702.9778801643
1886,324388.77506069327
1887,197162.82518583926
1888,282717.5045392498
1889,170302.68548741748
1890,130057.64420726435
1891,135154.13846655286
1892,103313.093217795
1893,129588.34185814741
1894,120152.50493649636
1895,146586.33695008492
1896,119735.7360264496
1897,123002.77440664495
1898,110640.95737847507
1899,165926.47710023157
1900,162108.2612009321
1901,162630.16867583417
1902,152882.83279957363
1903,234971.88824238605
1904,146621.12640820633
1905,201419.72371251517
1906,142325.34618222772
1907,193862.3018845395
1908,124894.95494594972
1909,133174.6711149723
1910,122482.1464773301
1911,203533.5502298627
1912,290673.3269992763
1913,132931.2708094163
1914,66610.52136947752
1915,346421.57997818606
1916,72992.73314839233
1917,251808.62811357225
1918,136628.8335478653
1919,169524.30973224994
1920,153884.68678062758
1921,423406.39671656373
1922,397626.81745916617
1923,193757.93455283088
1924,251565.85647561238
1925,212481.81590575306
1926,394972.5530306193
1927,128240.53214743955
1928,162477.4929557649
